customer_id,first_name,last_name,email,phone,loyalty_tier,registration_date,total_orders,total_spent,last_order_date,preferred_order_type
CUST-727YF4,Gregory,Blevins,gregory.blevins@icloud.com,897.257.3660x965,Bronze,2025-05-12,4,144.73,2026-02-10T11:52:46.137418,dine_in
CUST-PVYHNL,Abigail,Hayes,abigail.hayes617@yahoo.com,2385860868,Silver,2024-08-11,5,292.83,2026-01-14T12:17:01.137418,dine_in
CUST-KY5Y7W,Kelly,Sanders,kelly.sanders@icloud.com,347-426-4908x2771,Silver,2025-10-08,5,300.25,2026-01-14T16:05:58.137418,dine_in
CUST-EY9FTW,Kimberly,Pace,phillipmorris@example.org,(379)337-1452,Silver,2024-01-21,2,67.02,2025-04-16T13:29:25.137418,dine_in
CUST-U8YX6T,Danny,Cole,christopher68@example.net,(468)460-2592,Bronze,2023-03-31,3,166.21,2025-10-04T12:27:52.137418,dine_in
CUST-DNBBJ3,Harold,Joseph,uparker@example.com,221-923-0940x7778,Silver,2023-05-23,6,282.82,2025-12-31T17:52:20.137418,takeout
CUST-B3GTMQ,John,Chapman,john.chapman@icloud.com,576.271.9903x8498,Silver,2024-01-21,3,332.62,2025-12-17T18:08:16.137418,dine_in
CUST-H33KX7,Jack,Brown,jack.brown@outlook.com,(402)409-9451x016,Bronze,2024-08-04,6,343.22,2026-01-25T13:31:01.137418,dine_in
CUST-G55QHW,Emily,Carr,tammycurry@example.com,3146556168,Bronze,2024-02-13,3,247.51,2025-10-23T19:20:28.137418,dine_in
CUST-ZGZGQ9,Thomas,Martinez,thomas.martinez@yahoo.com,358-968-3390x198,Bronze,2023-04-10,4,132.17,2026-01-11T08:41:52.137418,takeout
CUST-JJF5AQ,Jennifer,Jacobs,ronald54@example.net,001-995-429-9787,Bronze,2025-11-13,6,403.95,2025-12-17T18:59:02.137418,dine_in
CUST-V2W4K3,Nicole,Hall,nicole.hall@gmail.com,730-510-7139x6605,Bronze,2023-06-25,1,18.85,2025-03-30T20:10:02.137418,takeout
CUST-FCSPTC,Alex,Harris,alex.harris@yahoo.com,241-444-8850x1556,Bronze,2023-07-31,4,259.92,2025-12-18T22:34:48.137418,dine_in
CUST-8VRT2W,James,Bass,james.bass@outlook.com,+1-677-702-7278x57608,Gold,2024-03-07,5,230.38,2026-01-10T21:26:35.137418,dine_in
CUST-V8XL78,Angela,Smith,angela.smith@icloud.com,001-455-812-4056,Bronze,2023-12-16,3,190.84,2025-10-29T20:44:26.137418,dine_in
CUST-2SSRKW,Jacob,Wilson,jacob.wilson@gmail.com,001-645-404-6173x57438,Bronze,2026-03-25,2,124.96,2025-05-08T19:59:06.137418,dine_in
CUST-TACX25,Daniel,Glover,daniel.glover849@gmail.com,001-731-478-0782x35784,Silver,2026-03-25,3,234.49,2026-01-22T20:37:15.137418,dine_in
CUST-2W8ZEQ,Kayla,Garcia,kayla.garcia183@gmail.com,923.207.6810x40915,Silver,2024-01-18,6,343.95,2026-01-26T20:19:49.137418,dine_in
CUST-UHJNWP,Dakota,Miranda,dakota.miranda@gmail.com,001-940-394-3533x4485,Silver,2024-03-12,4,248.66,2025-11-09T12:26:04.137418,dine_in
CUST-2UYC7D,Joseph,Moore,smithcindy@example.net,538-458-5424,Bronze,2023-04-28,4,158.73,2026-01-25T22:31:59.137418,takeout
CUST-2QNXRT,Charles,Austin,charles.austin@hotmail.com,487-902-0701x60166,Gold,2023-08-01,4,228.21,2025-08-31T18:37:58.137418,dine_in
CUST-WK685W,Christina,Edwards,jenniferlambert@example.net,979-921-7174,Bronze,2025-04-22,3,155.74,2025-07-13T11:34:20.137418,dine_in
CUST-EBUNTC,Jesse,Walker,jesse.walker928@outlook.com,+1-345-762-5577x017,Silver,2023-12-13,4,133.79,2025-12-30T12:09:54.137418,delivery
CUST-FH4GF3,Timothy,Singleton,katrina99@example.org,516.415.8148x76963,Gold,2025-12-03,1,84.81,2025-06-23T12:48:56.137418,dine_in
CUST-9QTKCD,Terri,Reyes,jared96@example.com,001-958-732-1971,Bronze,2023-08-20,7,466.28,2026-01-25T21:06:14.137418,dine_in
CUST-EWDV6L,Angela,Short,angela.short@icloud.com,(946)219-1965,Silver,2023-05-25,2,195.91,2025-10-23T21:23:18.137418,dine_in
CUST-U38FL3,Christopher,Montoya,shermandonna@example.com,+1-646-699-7335,Silver,2023-07-22,5,274.34,2025-11-13T20:02:28.137418,takeout
CUST-MXLRQ2,Samantha,Zuniga,samantha.zuniga622@gmail.com,001-251-290-9862x405,Bronze,2023-07-24,3,173.62,2025-08-15T12:04:51.137418,takeout
CUST-46GZWZ,Jacqueline,Hoover,daniel40@example.org,(896)756-6668x32723,Gold,2024-03-24,3,180.63,2025-12-23T16:12:31.137418,takeout
CUST-4U2GBJ,Mary,Moore,dennisjones@example.org,(876)421-2679,Silver,2024-04-16,4,187.35,2026-01-31T21:48:11.137418,dine_in
CUST-EN6U5E,Shawn,Coleman,shawn.coleman@gmail.com,665.832.6909x738,Silver,2024-04-26,7,517.8,2025-11-22T12:20:40.137418,dine_in
CUST-53VFSQ,Sara,Johnston,sara.johnston@icloud.com,4096751971,Platinum,2024-07-24,4,218.29,2025-12-29T20:42:41.137418,dine_in
CUST-RMHRCM,Steven,Miller,steven.miller@yahoo.com,+1-213-971-8949x058,Silver,2023-09-21,4,182.27,2026-01-21T19:03:53.137418,dine_in
CUST-76BWD8,Shawn,Escobar,shawn.escobar@outlook.com,001-656-654-4209,Bronze,2024-01-07,6,249.85,2025-12-07T19:35:00.137418,dine_in
CUST-FWMW4S,Bryan,Kennedy,bryan.kennedy@yahoo.com,(490)349-0471,Bronze,2025-04-02,1,53.82,2025-11-25T22:55:03.137418,dine_in
CUST-RRVSEF,Melissa,Ramirez,melissa.ramirez192@outlook.com,(494)944-0192,Bronze,2024-02-25,1,19.33,2026-02-05T21:25:05.137418,dine_in
CUST-4XPLDX,Mitchell,Thompson,mitchell.thompson854@icloud.com,001-837-828-0512x927,Bronze,2023-07-06,3,237.92,2026-01-07T18:01:04.137418,takeout
CUST-EUES6E,John,Alexander,john.alexander@yahoo.com,+1-623-995-0410x2767,Bronze,2026-03-25,4,211.76,2026-02-04T13:14:03.137418,dine_in
CUST-W6Z48G,Julie,Goodwin,julie.goodwin@hotmail.com,+1-236-667-4286,Bronze,2025-01-01,4,207.44,2025-08-24T20:49:31.137418,dine_in
CUST-V34FXJ,Sara,Cole,suzanne01@example.net,+1-556-594-5441x4967,Bronze,2023-11-01,3,150.93,2025-11-12T20:52:03.137418,dine_in
CUST-UHNDG5,April,Byrd,april.byrd@hotmail.com,(358)900-1061,Silver,2023-06-05,3,259.35,2025-11-17T13:45:56.137418,dine_in
CUST-6V6T2C,Michael,Hardy,michael.hardy@icloud.com,330-409-1093x911,Bronze,2026-01-02,1,61.29,2025-04-19T18:50:11.137418,takeout
CUST-XPP5YP,Nicholas,Gallagher,pauladominguez@example.com,871-774-6542x1406,Bronze,2024-09-10,6,373.64,2026-01-04T17:49:41.137418,dine_in
CUST-M374UP,Wendy,Scott,wendy.scott@yahoo.com,827-517-3962x712,Bronze,2024-02-22,3,268.98,2025-08-25T22:31:01.137418,dine_in
CUST-TJAZAS,Christina,Rodriguez,christina.rodriguez@hotmail.com,241.201.1947x072,Silver,2023-08-12,5,371.97,2026-01-03T12:40:03.137418,delivery
CUST-MEWJ5P,Elizabeth,Adams,elizabeth.adams@outlook.com,001-556-290-8776x618,Bronze,2023-06-17,2,97.54,2026-01-23T20:36:42.137418,takeout
CUST-TTFTR9,Patrick,Norris,patrick.norris@hotmail.com,001-371-998-5546x01585,Gold,2024-04-22,2,63.54,2026-02-08T10:59:35.137418,takeout
CUST-ZQYFGN,Kathleen,Roberts,kathleen.roberts@icloud.com,728.906.3461,Silver,2023-04-14,4,243.72,2026-01-04T13:27:41.137418,dine_in
CUST-NW34RV,Christopher,Chen,christopher.chen82@outlook.com,001-932-903-0937x6184,Silver,2024-07-08,3,115.68,2026-01-21T18:55:15.137418,dine_in
CUST-7NWK8B,Tammy,Smith,brian06@example.org,487.982.9310,Bronze,2023-11-30,4,245.75,2026-01-18T23:56:40.137418,dine_in
CUST-A57SG3,Desiree,Ruiz,desiree.ruiz@yahoo.com,+1-303-320-2041x792,Silver,2023-09-05,6,360.96,2026-02-09T22:29:38.137418,dine_in
CUST-W9CJNX,Danny,Larson,danny.larson@yahoo.com,+1-731-536-5651x982,Silver,2023-04-21,3,196.4,2025-06-22T11:50:26.137418,dine_in
CUST-CK47M8,Kathryn,Watkins,kathryn.watkins@icloud.com,411-342-6258x27390,Bronze,2023-10-01,5,321.41,2025-12-24T19:58:50.137418,dine_in
CUST-AFSTSL,Kylie,Chen,kylie.chen@icloud.com,(420)571-0021x9467,Gold,2024-11-27,4,208.71,2025-07-14T20:50:04.137418,dine_in
CUST-UY8U22,Douglas,Nelson,ljenkins@example.net,001-509-527-9145x608,Bronze,2023-11-06,6,284.84,2026-01-25T08:45:44.137418,dine_in
CUST-UADCW9,David,Moreno,david.moreno@yahoo.com,295-588-3734,Bronze,2023-09-01,3,124.45,2026-01-20T20:39:38.137418,takeout
CUST-TYJKNZ,Daniel,Hernandez,daniel.hernandez@icloud.com,972.220.0543x6459,Bronze,2023-09-01,3,90.23,2026-01-27T21:50:57.137418,dine_in
CUST-6J8X7R,Dan,Williams,dan.williams@yahoo.com,+1-922-707-8113,Bronze,2023-06-17,7,533.86,2025-09-10T20:43:17.137418,dine_in
CUST-HVED7X,Robert,Burgess,robert.burgess878@icloud.com,931-253-1363x63179,Silver,2023-04-11,5,276.13,2026-02-04T12:44:55.137418,takeout
CUST-RVR965,Pamela,Thomas,pamela.thomas228@icloud.com,+1-472-265-2735x435,Silver,2023-05-15,5,432.54,2025-12-19T18:26:00.137418,dine_in
CUST-SP8BM5,Heather,Brown,danielowens@example.com,(553)349-2929,Bronze,2023-05-12,8,532.73,2025-12-07T12:07:54.137418,dine_in
CUST-SLAXND,Robert,Boyd,robert.boyd270@outlook.com,797.874.0633,Bronze,2023-11-14,5,284.03,2025-10-21T12:04:54.137418,dine_in
CUST-VMRGYM,Bethany,Snow,robinvillanueva@example.com,3079806867,Bronze,2023-06-06,2,127.09,2025-09-09T18:57:42.137418,dine_in
CUST-EUHDJH,Tyler,Miller,tyler.miller820@hotmail.com,001-206-932-5431x07427,Platinum,2023-05-24,1,9.19,2025-09-02T18:52:28.137418,takeout
CUST-3FR95S,Steven,Taylor,xlopez@example.net,501.365.8046x498,Silver,2023-08-03,3,311.02,2026-01-29T18:49:17.137418,delivery
CUST-TUNYB4,Christine,Rogers,christine.rogers@gmail.com,2857016579,Bronze,2023-09-05,7,301.99,2025-12-12T19:46:49.137418,dine_in
CUST-T7JAD5,Michael,Wong,castrokim@example.org,238-317-9335x54864,Bronze,2024-02-02,2,105.37,2025-12-06T12:30:47.137418,dine_in
CUST-WF2MXR,Nathan,Chavez,harrisonamanda@example.net,379-451-3711x6241,Gold,2023-09-17,6,355.91,2026-01-21T13:21:17.137418,dine_in
CUST-KWEF3L,Joshua,Terry,joshua.terry@icloud.com,223.680.4682x7567,Gold,2023-04-25,4,197.37,2026-01-18T21:17:32.137418,dine_in
CUST-LLWYVN,Jaime,Johnson,marystone@example.com,(495)657-9887x74924,Silver,2026-01-08,5,256.23,2026-01-29T19:46:04.137418,dine_in
CUST-ZSQF5E,Jeremy,Watson,jeremy.watson@outlook.com,402-454-7292x8422,Silver,2023-04-25,7,491.86,2026-02-05T12:43:11.137418,dine_in
CUST-FDC6TA,John,Williams,john.williams633@gmail.com,992-474-5238x05525,Bronze,2024-04-17,6,633.03,2026-01-31T22:12:10.137418,takeout
CUST-6KHKWE,Amanda,Martinez,sullivanvictor@example.org,952.708.8547x492,Bronze,2024-04-27,2,193.77,2025-11-03T22:11:10.137418,dine_in
CUST-5LR9TJ,Hannah,Dennis,hannah.dennis612@icloud.com,9287140693,Bronze,2024-08-11,5,340.97,2026-01-14T14:51:05.137418,dine_in
CUST-6PWT7R,Christopher,Brown,christopher.brown@gmail.com,+1-839-583-4301x8718,Bronze,2023-07-14,11,801.11,2025-11-02T20:14:35.137418,dine_in
CUST-KA45MR,Tracy,Morrison,tracy.morrison@hotmail.com,905.362.6565x04554,Bronze,2023-03-29,5,315.53,2026-02-08T19:44:43.137418,dine_in
CUST-PKHAMP,Jason,Barron,jason.barron733@hotmail.com,001-667-942-6629x9123,Silver,2023-09-22,10,581.23,2026-01-31T10:35:50.137418,dine_in
CUST-NJPH27,Vanessa,Fox,carl96@example.org,5644628792,Silver,2023-07-26,3,263.61,2026-02-04T18:21:38.137418,dine_in
CUST-Z3P5FK,Marisa,Roberts,marisa.roberts@icloud.com,604.994.7873x0024,Silver,2023-11-28,2,106.36,2026-01-04T18:22:57.137418,dine_in
CUST-LE9A9K,David,Wade,david.wade@hotmail.com,962-873-0147x1959,Bronze,2023-05-25,5,258.31,2026-01-13T17:34:20.137418,dine_in
CUST-RLK39Q,Miranda,Burton,hmccann@example.com,690.742.9025x72520,Bronze,2025-01-31,4,239.98,2026-01-27T19:56:06.137418,takeout
CUST-8B2CRG,Robert,Barr,brandon48@example.net,783-621-9285,Gold,2024-12-28,3,260.76,2026-02-11T22:43:25.137418,takeout
CUST-D2H2QZ,Joseph,Wolfe,joseph.wolfe@hotmail.com,(818)795-2028x457,Bronze,2024-04-29,3,131.25,2025-12-06T22:11:49.137418,dine_in
CUST-GN87FZ,Samantha,Martin,ericwalker@example.org,+1-398-488-1671,Silver,2023-05-12,7,371.87,2025-11-10T12:20:54.137418,dine_in
CUST-RKMBX9,Sandra,Mendoza,sandra.mendoza@hotmail.com,452-579-8524x0132,Bronze,2023-07-22,5,221.24,2026-01-07T18:26:43.137418,dine_in
CUST-D3AB3R,Kyle,Clark,kyle.clark@outlook.com,361-210-7603,Bronze,2023-12-04,5,198.79,2025-11-19T14:08:52.137418,dine_in
CUST-XL92BM,Laura,Palmer,laura.palmer@icloud.com,3715401401,Bronze,2023-07-01,4,178.52,2025-12-06T22:01:21.137418,dine_in
CUST-9323QG,Briana,Gonzalez,briana.gonzalez@outlook.com,+1-350-312-4955x28938,Bronze,2023-04-10,6,323.93,2026-01-28T20:52:01.137418,takeout
CUST-YTTRUT,Lori,Hines,lori.hines852@hotmail.com,933.342.8013x87592,Silver,2025-03-14,1,51.04,2025-05-25T22:06:40.137418,dine_in
CUST-FSQ4TQ,Henry,Kelly,gcoleman@example.org,(715)917-1827x54801,Silver,2024-07-21,5,253.36,2026-01-19T18:46:37.137418,takeout
CUST-6VMVLC,Darrell,Campbell,gloria73@example.net,(346)331-7520x71678,Gold,2023-06-11,1,82.64,2025-09-04T12:11:56.137418,takeout
CUST-X2EKPL,Douglas,Morales,douglas.morales961@gmail.com,001-812-315-3539,Bronze,2025-04-19,5,297.26,2025-10-12T20:22:45.137418,delivery
CUST-GRDU4X,Jesse,Coleman,jesse.coleman376@icloud.com,449.994.6579x6784,Bronze,2024-06-30,7,419.14,2025-11-05T11:32:37.137418,dine_in
CUST-A7W74Q,Daniel,King,daniel.king@outlook.com,432.601.0170x2695,Gold,2023-10-08,3,145.45,2026-02-01T19:09:58.137418,takeout
CUST-MY4JBC,Christy,Davis,christy.davis@yahoo.com,687-773-4778,Bronze,2024-07-09,4,129.88,2026-01-15T19:27:42.137418,dine_in
CUST-TGSHWF,Lisa,Fernandez,cisnerosanthony@example.com,467-656-7700,Bronze,2023-05-06,3,211.48,2026-01-20T13:18:03.137418,dine_in
CUST-WMQX6F,Nicole,Martin,nicole.martin@hotmail.com,(424)267-1978x89778,Silver,2023-12-30,1,74.73,2025-06-15T19:10:32.137418,dine_in
CUST-V76T95,Peter,Simpson,peter.simpson@hotmail.com,(295)745-0090x2559,Bronze,2023-07-04,7,323.8,2025-10-05T14:20:16.137418,dine_in
CUST-TNTZMQ,Oscar,Patterson,robert03@example.org,249.711.4152,Bronze,2023-04-08,3,143.75,2025-11-29T12:21:15.137418,dine_in
CUST-KAE6A9,Benjamin,Barrett,benjamin.barrett842@outlook.com,(398)964-0790x56965,Gold,2024-12-16,4,114.69,2025-12-27T12:08:38.137418,dine_in
CUST-7SUUDQ,Craig,Leonard,craig.leonard@outlook.com,678-652-9456x37183,Silver,2023-07-01,5,388.49,2025-12-28T22:40:11.137418,dine_in
CUST-3CN7ZZ,Brandon,Davies,nballard@example.net,991-895-4198,Bronze,2024-12-23,4,147.07,2025-12-16T12:41:34.137418,dine_in
CUST-YU7VKZ,Jason,Flynn,jason.flynn@gmail.com,+1-948-446-8536x6498,Gold,2023-08-22,7,319.95,2026-02-02T20:43:54.137418,takeout
CUST-6P7D2Z,Nicole,Burton,barbaralewis@example.net,548.496.9083x572,Gold,2024-03-27,2,183.72,2025-10-05T12:37:52.137418,dine_in
CUST-WBSLUL,Julie,Cannon,julie.cannon750@yahoo.com,(365)413-6442x49363,Platinum,2026-03-25,2,105.85,2026-01-18T12:46:48.137418,dine_in
CUST-2UCP3E,James,Sanchez,james.sanchez@hotmail.com,677-486-6032x4204,Bronze,2023-09-28,5,312.88,2026-01-27T19:41:08.137418,takeout
CUST-CS2EET,Dawn,Williams,dawn.williams631@icloud.com,001-470-501-5941x6516,Platinum,2023-12-22,4,163.62,2025-12-24T20:36:41.137418,dine_in
CUST-HJPXUD,Daniel,Navarro,daniel.navarro@outlook.com,389-784-7139,Bronze,2024-02-18,3,164.37,2025-11-16T12:00:17.137418,dine_in
CUST-AK9V9Q,Mark,Silva,mark.silva@gmail.com,(236)932-1234x7649,Bronze,2024-05-21,4,176.85,2025-11-23T22:33:08.137418,dine_in
CUST-EZCZHV,Amanda,Lyons,amanda.lyons711@outlook.com,958-767-3425,Gold,2023-08-06,4,205.24,2025-10-14T19:10:00.137418,dine_in
CUST-RLZGT2,Lori,Smith,lori.smith@icloud.com,+1-900-834-8645x183,Bronze,2024-06-06,10,671.76,2026-01-26T14:33:51.137418,dine_in
CUST-AUXBFK,Alan,Yu,kevin34@example.org,(875)760-4177,Silver,2023-04-15,4,174.63,2025-12-22T13:06:43.137418,dine_in
CUST-WANJ5X,Jennifer,Mcdowell,hollowayholly@example.net,456-998-5700,Bronze,2025-04-01,4,191.05,2026-01-10T19:16:07.137418,delivery
CUST-WHN9DL,Krystal,Taylor,tgonzalez@example.com,001-711-923-8296,Silver,2023-06-09,6,285.64,2026-01-23T21:33:56.137418,dine_in
CUST-SQ7AHS,Timothy,Moss,timothy.moss@hotmail.com,529-254-3165x266,Bronze,2024-05-20,2,119.57,2025-06-01T23:54:16.137418,dine_in
CUST-MK99JB,Stacy,Leblanc,stacy.leblanc@hotmail.com,+1-693-417-3420x6969,Gold,2023-04-06,4,237.07,2025-09-21T18:28:21.137418,takeout
CUST-TJE6XC,Christopher,Richardson,christopher.richardson@icloud.com,001-510-586-7713,Silver,2023-10-09,4,231.1,2026-01-25T13:56:57.137418,dine_in
CUST-UPKVQE,Sophia,Li,sophia.li@icloud.com,447-862-6393x436,Gold,2025-03-19,3,249.24,2025-12-14T18:22:39.137418,dine_in
CUST-KYSE99,Laura,Johnson,laura.johnson@icloud.com,739-873-5971x072,Bronze,2024-01-17,7,385.98,2026-02-01T11:45:33.137418,dine_in
CUST-8DL6Z2,Gloria,Reeves,qfitzgerald@example.org,280-205-3759,Bronze,2023-10-05,1,18.25,2025-07-02T18:29:51.137418,dine_in
CUST-Q767J2,Jon,Harvey,jon.harvey627@yahoo.com,965-428-0924x2875,Silver,2024-02-29,5,204.67,2026-01-23T20:01:09.137418,dine_in
CUST-VVHAC2,Christopher,Page,christopher.page@icloud.com,(624)715-0274x56449,Silver,2023-06-08,4,165.04,2025-11-30T20:02:31.137418,takeout
CUST-NRFHP9,Ryan,Martin,jgallagher@example.net,+1-370-932-0320x74276,Platinum,2023-06-26,3,266.96,2025-07-20T19:57:01.137418,takeout
CUST-XGGF8Q,Billy,Kelly,billy.kelly@outlook.com,001-487-477-1215x134,Gold,2023-10-16,6,386.14,2026-01-14T19:33:25.137418,dine_in
CUST-2V4ZN8,Karen,Carson,karen.carson@icloud.com,001-393-590-8926,Gold,2024-10-10,3,118.91,2025-08-15T18:07:23.137418,dine_in
CUST-SQ4B9S,Kayla,Rhodes,kayla.rhodes@gmail.com,904-616-5915x20177,Silver,2024-03-23,3,83.04,2025-12-17T11:44:12.137418,takeout
CUST-BKNK4Q,Brooke,Smith,brooke.smith@icloud.com,7972592304,Silver,2025-07-27,1,86.95,2025-10-17T21:52:02.137418,delivery
CUST-QWCSFU,Julia,Payne,qdavis@example.org,461.303.2664,Silver,2023-09-24,1,43.26,2026-01-09T20:20:00.137418,dine_in
CUST-LAQ666,Kenneth,Owen,kenneth.owen@outlook.com,001-649-825-1583x7767,Gold,2024-10-27,2,93.84,2025-12-07T13:11:38.137418,takeout
CUST-YDDQMS,Christopher,Henderson,christopher.henderson@icloud.com,(992)366-1085x732,Bronze,2024-01-12,2,91.96,2025-07-25T11:37:04.137418,dine_in
CUST-BFL55F,Kelly,Kim,kelly.kim@gmail.com,242.324.3864x9081,Bronze,2024-09-10,7,359.87,2026-02-09T13:42:26.137418,delivery
CUST-QWDEGV,William,Gutierrez,william.gutierrez@hotmail.com,494.854.9180x172,Bronze,2024-11-16,9,338.09,2026-02-05T22:19:43.137418,dine_in
CUST-VRGXQQ,Brandon,Butler,brandon.butler561@gmail.com,001-345-697-7945x232,Bronze,2024-03-22,3,121.83,2026-02-10T12:20:09.137418,dine_in
CUST-4GFBME,Monica,Rodriguez,monica.rodriguez@icloud.com,+1-800-961-0277,Bronze,2025-10-05,5,177.42,2025-10-16T17:50:54.137418,dine_in
CUST-BPFXVY,Kevin,Li,kevin.li467@icloud.com,+1-256-541-2203x103,Silver,2023-09-05,2,52.23,2026-01-16T12:47:04.137418,dine_in
CUST-B2L642,Timothy,Thomas,ryangarrett@example.net,414.472.7601,Bronze,2023-11-13,2,123.03,2026-01-02T10:26:03.137418,takeout
CUST-D5LPGG,Joanne,Wallace,joanne.wallace@icloud.com,370.879.3349x6050,Silver,2026-03-25,6,462.66,2025-10-12T10:24:50.137418,takeout
CUST-RY79KV,Tiffany,Allison,tiffany.allison@icloud.com,001-599-284-0767x8997,Silver,2025-11-06,6,436.41,2025-08-31T15:49:50.137418,dine_in
CUST-VRZR36,Allison,Henderson,allison.henderson@outlook.com,681-546-7179x57602,Bronze,2023-04-04,3,136.65,2025-10-21T16:43:37.137418,takeout
CUST-WD539P,Taylor,Kim,taylor.kim@icloud.com,539.659.7246x65729,Bronze,2024-04-02,6,641.21,2026-01-13T11:37:30.137418,dine_in
CUST-YJCKT2,Hannah,Miller,hannah.miller@outlook.com,222.232.9716x7433,Silver,2024-03-09,2,32.12,2025-11-19T13:54:36.137418,dine_in
CUST-AFLLX7,Michael,Green,greggvillarreal@example.net,5159619318,Silver,2023-11-21,3,276.64,2026-02-09T13:25:31.137418,dine_in
CUST-W6TL3P,Jonathan,Peterson,kayla84@example.org,001-289-310-7711x991,Gold,2023-08-03,4,198.31,2026-02-07T12:12:14.137418,dine_in
CUST-ZLTGX3,Gary,Wilson,rhondamoore@example.com,001-878-271-2552x137,Bronze,2026-03-25,4,173.68,2026-01-30T18:56:14.137418,dine_in
CUST-JA9W4U,John,Lamb,john.lamb802@icloud.com,448-821-4565x32863,Silver,2024-06-14,3,201.46,2026-02-06T21:08:38.137418,takeout
CUST-LBPRHQ,Robert,Ortiz,hcrane@example.net,(807)220-8115x562,Bronze,2023-08-04,3,231.5,2026-02-10T19:55:54.137418,dine_in
CUST-D327QA,Phillip,Johnson,phillip.johnson349@icloud.com,+1-629-408-4668x4550,Gold,2024-07-19,5,323.07,2025-10-19T22:55:41.137418,dine_in
CUST-S2E548,Isabella,Griffin,isabella.griffin38@yahoo.com,389.297.5634,Bronze,2024-06-24,3,120.71,2025-12-14T12:51:09.137418,delivery
CUST-SA7XVC,Amanda,Price,amanda.price785@gmail.com,001-228-284-3188x4852,Silver,2023-08-10,3,219.42,2026-01-12T20:36:38.137418,dine_in
CUST-UK6LGJ,Pamela,Fernandez,pamela.fernandez@hotmail.com,234-368-1054x851,Bronze,2023-05-27,2,115.33,2025-04-23T13:23:27.137418,dine_in
CUST-D8TDTT,Shane,Armstrong,shane.armstrong@outlook.com,7756399893,Bronze,2023-08-09,4,235.13,2025-12-22T19:40:36.137418,dine_in
CUST-6TBA6B,Justin,Glover,justin.glover@gmail.com,001-992-368-3158x935,Bronze,2024-02-20,10,777.05,2025-12-28T12:01:54.137418,takeout
CUST-U4YVK4,Dwayne,Simmons,dmiller@example.com,(873)671-5869,Silver,2023-12-29,3,280.25,2025-09-19T10:39:54.137418,takeout
CUST-92QE47,Breanna,Fields,breanna.fields@hotmail.com,376.522.8277x288,Silver,2024-09-07,2,49.05,2025-10-26T21:02:38.137418,dine_in
CUST-R8E6JM,Stanley,Johnson,stanley.johnson@outlook.com,(685)219-6115,Gold,2023-11-01,3,205.75,2025-09-13T12:14:21.137418,takeout
CUST-ARMQF2,Alexandra,Wilson,alexandra.wilson@yahoo.com,554-447-0229x6044,Bronze,2024-06-25,3,95.78,2026-02-07T19:04:59.137418,takeout
CUST-DTCKQU,Lori,Burns,lori.burns@yahoo.com,985-710-6794,Platinum,2023-09-19,1,86.41,2025-05-07T21:02:56.137418,dine_in
CUST-L4U3P3,Kimberly,Alvarez,kimberly.alvarez686@yahoo.com,001-892-828-7772x5199,Bronze,2025-11-25,0,0.0,,
CUST-URUQT4,Jesse,Foster,jesse.foster112@hotmail.com,+1-307-341-2094,Silver,2024-02-20,3,221.64,2025-12-26T17:47:19.137418,takeout
CUST-4LWBGE,James,Montgomery,james.montgomery@gmail.com,001-409-283-7801,Silver,2023-11-01,4,228.89,2025-12-03T19:16:18.137418,dine_in
CUST-KVQG6K,Joshua,Harris,imiller@example.net,669-307-0562x60856,Silver,2025-09-26,7,285.62,2026-01-25T21:35:15.137418,dine_in
CUST-7Y79UV,Danny,Garcia,danny.garcia@yahoo.com,(442)224-1246,Bronze,2025-07-17,6,292.15,2026-01-27T12:54:50.137418,dine_in
CUST-8AT9DK,Christina,Nguyen,christina.nguyen@hotmail.com,6048615265,Bronze,2023-08-13,3,98.4,2025-11-28T23:11:32.137418,dine_in
CUST-NNTXRG,Shelly,Lam,shelly.lam@outlook.com,8333993788,Bronze,2026-03-25,8,539.27,2026-01-04T13:47:55.137418,dine_in
CUST-XECAZR,Joseph,Flores,joseph.flores658@yahoo.com,+1-361-570-6304,Gold,2025-03-13,9,480.71,2026-01-21T12:57:52.137418,dine_in
CUST-6Y7VQP,Kathryn,Pearson,kevinrussell@example.org,+1-283-925-8238x6870,Bronze,2023-06-27,6,297.42,2026-01-13T12:32:00.137418,dine_in
CUST-PARZYJ,Susan,Oliver,aaronmahoney@example.com,394-665-3984x028,Silver,2023-04-07,2,49.77,2025-10-10T11:51:19.137418,dine_in
CUST-BRMU8C,Christopher,Hale,jessicalutz@example.com,798.755.4743,Silver,2025-03-11,8,467.36,2026-02-11T21:30:52.137418,dine_in
CUST-2JSSVH,Jason,Haley,jason.haley@gmail.com,302-309-7002x68768,Silver,2024-02-05,7,422.11,2025-10-06T21:16:37.137418,dine_in
CUST-V6TAQ6,Amanda,Stafford,amanda.stafford@outlook.com,+1-971-256-9562x01753,Platinum,2024-10-30,4,303.85,2026-02-05T13:05:55.137418,dine_in
CUST-KB7ZZU,Jeffrey,Smith,jeffrey.smith@hotmail.com,953-519-4337x504,Silver,2024-04-19,7,393.07,2025-12-25T11:43:05.137418,dine_in
CUST-KZAREC,Adrian,Joyce,rrodriguez@example.net,672.583.9992x19212,Bronze,2024-03-09,3,121.23,2025-08-07T12:06:24.137418,dine_in
